X,Y,Z,Z_SV
623.0,275.0,1124.4721649484536,1153.0
623.0,276.0,1123.7894845360825,1152.3
623.0,277.0,1123.3018556701031,1151.8
623.0,279.0,1123.0092783505154,1151.5
621.61,280.43,1122.7167010309279,1151.2
622.0,281.0,1122.3265979381442,1150.8
621.0,282.0,1122.0340206185567,1150.5
619.42,282.4,1121.741443298969,1150.2
618.35,281.04,1121.1562886597937,1149.6
618.37,281.36,1120.9612371134021,1149.4
619.13,282.85,1120.1810309278349,1148.6
618.87,282.92,1119.400824742268,1147.8
617.76,282.12,1118.8156701030928,1147.2
626.0,305.0,1118.5230927835053,1146.9
625.0,308.0,1117.840412371134,1146.2
623.0,309.0,1117.157731958763,1145.5
622.0,310.0,1116.6701030927834,1145.0
621.28,311.33,1116.28,1144.6
621.52,312.55,1116.182474226804,1144.5
621.76,313.78,1116.0849484536084,1144.4
622.0,315.0,1116.0849484536084,1144.4
621.55,316.54,1115.8898969072166,1144.2
621.78,317.77,1115.6948453608247,1144.0
622.0,319.0,1115.6948453608247,1144.0
621.58,321.48,1115.5973195876288,1143.9
621.79,322.74,1115.6948453608247,1144.0
622.0,324.0,1115.6948453608247,1144.0
624.0,325.0,1115.7923711340204,1144.1
625.0,328.0,1115.9874226804122,1144.3
626.0,331.0,1116.3775257731959,1144.7
626.0,334.0,1116.8651546391752,1145.2
626.0,338.0,1117.3527835051545,1145.7
626.0,342.0,1117.6453608247423,1146.0
625.0,345.0,1118.2305154639173,1146.6
624.91,347.4,1118.620618556701,1147.0
625.14,348.91,1119.1082474226803,1147.5
625.38,350.42,1119.5958762886598,1148.0
625.61,351.93,1120.0835051546392,1148.5
625.84,353.44,1120.5711340206185,1149.0
626.07,354.96,1120.863711340206,1149.3
626.3,356.47,1121.3513402061856,1149.8
626.54,357.98,1121.838969072165,1150.3
626.77,359.49,1122.2290721649485,1150.7
627.0,361.0,1122.7167010309279,1151.2
626.0,363.0,1123.2043298969072,1151.7
623.69,364.7,1123.7894845360825,1152.3
623.87,366.22,1124.5696907216493,1153.1
624.04,367.74,1124.959793814433,1153.5
624.21,369.26,1125.74,1154.3
624.38,370.79,1126.4226804123712,1155.0
624.56,372.31,1127.0078350515462,1155.6
624.73,373.83,1127.5929896907217,1156.2
624.9,375.35,1128.2756701030928,1156.9
621.0,375.0,1128.6657731958762,1157.3
620.0,377.0,1128.860824742268,1157.5
619.53,377.0,1129.3484536082474,1158.0
618.9,378.58,1129.738556701031,1158.4
618.91,380.87,1130.323711340206,1159.0
618.71,382.41,1130.9088659793813,1159.6
618.32,381.97,1131.5915463917524,1160.3
610.74,376.15,1132.2742268041236,1161.0
610.72,377.53,1133.0544329896907,1161.8
610.7,378.9,1133.4445360824743,1162.2
610.67,380.28,1134.2247422680412,1163.0
610.65,381.66,1134.7123711340205,1163.5
610.62,383.04,1135.5901030927835,1164.4
610.6,384.41,1136.1752577319587,1165.0
610.58,385.79,1136.9554639175258,1165.8
610.55,387.17,1137.7356701030926,1166.6
610.53,388.55,1138.4183505154638,1167.3
610.46,391.58,1139.1985567010308,1168.1
609.96,392.86,1139.881237113402,1168.8
609.74,396.05,1140.5639175257731,1169.5
609.32,397.45,1141.3441237113402,1170.3
609.03,399.87,1142.0268041237114,1171.0
609.06,401.28,1142.8070103092782,1171.8
609.12,403.26,1143.3921649484537,1172.4
609.06,405.21,1144.1723711340205,1173.2
609.2,407.25,1144.7575257731958,1173.8
609.22,408.64,1145.5377319587628,1174.6
609.0,411.4,1146.220412371134,1175.3
608.81,412.9,1147.1956701030927,1176.3
608.55,415.62,1148.0734020618556,1177.2
608.02,416.6,1148.6585567010309,1177.8
607.72,418.41,1149.4387628865977,1178.6
607.38,420.9,1150.0239175257732,1179.2
606.96,423.04,1150.7065979381443,1179.9
606.88,425.36,1151.3892783505153,1180.6
606.61,427.65,1152.0719587628864,1181.3
606.45,430.03,1152.9496907216494,1182.2
606.27,431.55,1153.6323711340208,1182.9
606.1,433.23,1154.4125773195876,1183.7
605.58,435.91,1155.0952577319588,1184.4
605.08,437.19,1155.9729896907215,1185.3
604.59,439.07,1156.6556701030927,1186.0
604.0,441.35,1157.240824742268,1186.6
603.52,443.31,1158.021030927835,1187.4
603.23,444.57,1158.801237113402,1188.2
602.88,446.55,1159.5814432989691,1189.0
602.43,448.18,1160.2641237113403,1189.7
602.11,449.8,1161.0443298969071,1190.5
601.68,452.52,1161.8245360824742,1191.3
601.51,453.05,1162.5072164948454,1192.0
601.38,454.22,1163.2874226804122,1192.8
601.0,456.43,1163.8725773195877,1193.4
600.81,457.55,1164.457731958763,1194.0
600.47,458.23,1165.042886597938,1194.6
599.96,460.78,1165.6280412371134,1195.2
599.91,461.37,1166.2131958762886,1195.8
599.8,463.06,1166.7983505154639,1196.4
599.58,464.11,1167.3835051546391,1197.0
599.26,465.62,1167.9686597938144,1197.6
598.94,467.48,1168.5538144329896,1198.2
598.83,468.4,1169.1389690721649,1198.8
598.73,469.3,1169.7241237113403,1199.4
598.53,470.06,1170.3092783505153,1200.0
598.02,471.8,1170.8944329896906,1200.6
597.86,473.53,1171.479587628866,1201.2
597.78,473.74,1172.064742268041,1201.8
597.66,475.37,1172.6498969072165,1202.4
597.72,476.4,1173.2350515463918,1203.0
597.68,477.51,1173.8202061855668,1203.6
597.25,478.93,1174.4053608247423,1204.2
597.12,480.34,1174.9905154639175,1204.8
596.94,481.15,1175.5756701030928,1205.4
596.82,482.01,1176.160824742268,1206.0
596.58,483.87,1176.7459793814432,1206.6
596.52,484.81,1177.3311340206185,1207.2
596.53,485.7,1177.9162886597937,1207.8
596.68,486.33,1178.5014432989692,1208.4
596.58,487.31,1179.0865979381442,1209.0
596.42,487.98,1179.6717525773195,1209.6
596.32,489.13,1180.256907216495,1210.2
596.34,489.68,1180.84206185567,1210.8
596.31,491.06,1181.4272164948454,1211.4
596.34,491.9,1182.0123711340207,1212.0
596.51,493.03,1182.5975257731957,1212.6
596.58,494.08,1183.1826804123712,1213.2
596.87,494.51,1183.7678350515464,1213.8
596.92,495.27,1184.3529896907216,1214.4
596.83,496.83,1184.9381443298969,1215.0
596.54,498.33,1185.620824742268,1215.7
596.44,498.99,1186.2059793814433,1216.3
596.42,499.25,1186.7911340206185,1216.9
596.47,500.33,1187.3762886597938,1217.5
596.45,500.38,1187.961443298969,1218.1
596.33,502.11,1188.5465979381443,1218.7
596.33,503.32,1189.1317525773195,1219.3
596.22,504.5,1189.716907216495,1219.9
595.98,504.87,1190.30206185567,1220.5
595.65,505.52,1190.8872164948452,1221.1
595.17,507.13,1191.4723711340207,1221.7
594.8,508.83,1192.0575257731957,1222.3
594.68,508.79,1192.6426804123712,1222.9
594.26,509.72,1193.2278350515464,1223.5
593.77,510.18,1193.2278350515464,1223.5
593.49,511.68,1193.520412371134,1223.8
593.09,511.97,1193.520412371134,1223.8
592.52,513.45,1193.7154639175258,1224.0
592.15,514.31,1193.9105154639176,1224.2
591.82,514.64,1194.1055670103094,1224.4
591.33,515.35,1194.300618556701,1224.6
590.96,516.3,1194.398144329897,1224.7
590.75,516.79,1194.7882474226803,1225.1
590.44,517.58,1194.8857731958763,1225.2
590.15,518.46,1195.2758762886597,1225.6
589.84,518.29,1195.4709278350515,1225.8
589.07,520.18,1195.4709278350515,1225.8
588.84,521.34,1195.763505154639,1226.1
588.29,521.81,1195.9585567010308,1226.3
587.73,522.27,1195.9585567010308,1226.3
587.18,522.74,1195.763505154639,1226.1
586.63,523.2,1195.8610309278351,1226.2
586.07,523.66,1195.5684536082474,1225.9
585.52,524.13,1195.4709278350515,1225.8
584.97,524.59,1195.2758762886597,1225.6
584.41,525.06,1194.9832989690722,1225.3
583.86,525.52,1194.7882474226803,1225.1
583.47,525.84,1194.5931958762887,1224.9
582.76,526.45,1194.300618556701,1224.6
582.3,526.51,1194.203092783505,1224.5
581.87,526.91,1194.1055670103094,1224.4
581.45,528.41,1193.8129896907215,1224.1
580.68,527.96,1193.8129896907215,1224.1
580.29,527.65,1193.6179381443299,1223.9
579.64,527.55,1193.7154639175258,1224.0
579.1,527.8,1193.520412371134,1223.8
578.28,528.59,1193.4228865979383,1223.7
577.67,528.59,1193.3253608247421,1223.6
576.97,529.07,1193.6179381443299,1223.9
576.35,529.47,1193.4228865979383,1223.7
575.76,530.2,1193.3253608247421,1223.6
575.28,529.63,1193.1303092783505,1223.4
574.71,530.04,1192.9352577319587,1223.2
574.16,530.57,1192.5451546391753,1222.8
573.8,530.43,1192.2525773195875,1222.5
573.3,530.5,1191.96,1222.2
572.6,531.08,1191.7649484536082,1222.0
572.02,530.93,1191.5698969072164,1221.8
571.36,531.25,1191.4723711340207,1221.7
570.72,531.42,1191.082268041237,1221.3
570.11,531.68,1190.9847422680411,1221.2
569.44,531.56,1190.6921649484536,1220.9
568.59,532.42,1190.4971134020618,1220.7
567.82,532.92,1190.2045360824743,1220.4
567.42,532.58,1190.1070103092782,1220.3
566.89,532.71,1190.1070103092782,1220.3
566.1,533.37,1190.1070103092782,1220.3
565.68,533.15,1190.0094845360825,1220.2
565.07,533.59,1189.8144329896907,1220.0
564.37,534.18,1189.8144329896907,1220.0
563.67,534.42,1189.716907216495,1219.9
563.3,534.25,1189.6193814432988,1219.8
562.62,534.79,1189.5218556701032,1219.7
561.92,535.21,1189.424329896907,1219.6
561.65,534.94,1189.3268041237113,1219.5
561.18,535.09,1189.2292783505154,1219.4
560.48,535.33,1189.0342268041238,1219.2
560.06,535.07,1188.9367010309277,1219.1
559.77,535.11,1188.839175257732,1219.0
559.26,535.44,1188.741649484536,1218.9
558.98,535.32,1188.6441237113402,1218.8
558.57,535.3,1188.5465979381443,1218.7
558.09,535.53,1188.4490721649483,1218.6
557.48,536.33,1188.3515463917524,1218.5
557.09,536.26,1188.2540206185568,1218.4
556.72,536.37,1188.2540206185568,1218.4
556.25,536.78,1188.1564948453608,1218.3
555.77,537.37,1188.058969072165,1218.2
555.58,537.39,1187.863917525773,1218.0
554.9,537.94,1187.5713402061856,1217.7
554.7,537.68,1187.3762886597938,1217.5
554.37,537.69,1187.181237113402,1217.3
554.05,537.89,1186.8886597938144,1217.0
553.62,538.29,1186.9861855670101,1217.1
553.49,538.01,1186.9861855670101,1217.1
553.17,538.25,1186.7911340206185,1216.9
552.56,538.82,1187.278762886598,1217.4
552.61,538.24,1187.181237113402,1217.3
552.26,538.47,1187.0837113402063,1217.2
551.64,539.33,1187.0837113402063,1217.2
551.52,539.15,1186.9861855670101,1217.1
551.22,539.2,1186.8886597938144,1217.0
